"geo_code","indic_de","geo","time","values"
"AT11","Crude rate of net migration plus statistical adjustment","Burgenland (AT)",2003,3.8
"AT12","Crude rate of net migration plus statistical adjustment","Niederösterreich",2003,6.5
"AT13","Crude rate of net migration plus statistical adjustment","Wien",2003,11.3
"AT21","Crude rate of net migration plus statistical adjustment","Kärnten",2003,-0.4
"AT22","Crude rate of net migration plus statistical adjustment","Steiermark",2003,3.6
"AT31","Crude rate of net migration plus statistical adjustment","Oberösterreich",2003,2.7
"AT32","Crude rate of net migration plus statistical adjustment","Salzburg",2003,3.3
"AT33","Crude rate of net migration plus statistical adjustment","Tirol",2003,3.6
"AT34","Crude rate of net migration plus statistical adjustment","Vorarlberg",2003,3.5
"BE10","Crude rate of net migration plus statistical adjustment","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",2003,3.5
"BE21","Crude rate of net migration plus statistical adjustment","Prov. Antwerpen",2003,4
"BE22","Crude rate of net migration plus statistical adjustment","Prov. Limburg (BE)",2003,2.9
"BE23","Crude rate of net migration plus statistical adjustment","Prov. Oost-Vlaanderen",2003,2.8
"BE24","Crude rate of net migration plus statistical adjustment","Prov. Vlaams-Brabant",2003,3.4
"BE25","Crude rate of net migration plus statistical adjustment","Prov. West-Vlaanderen",2003,2.8
"BE31","Crude rate of net migration plus statistical adjustment","Prov. Brabant Wallon",2003,5.9
"BE32","Crude rate of net migration plus statistical adjustment","Prov. Hainaut",2003,2.1
"BE33","Crude rate of net migration plus statistical adjustment","Prov. Liège",2003,4.2
"BE34","Crude rate of net migration plus statistical adjustment","Prov. Luxembourg (BE)",2003,4.4
"BE35","Crude rate of net migration plus statistical adjustment","Prov. Namur",2003,4.6
"BG31","Crude rate of net migration plus statistical adjustment","Severozapaden",2003,-10
"BG32","Crude rate of net migration plus statistical adjustment","Severen tsentralen",2003,-7.9
"BG33","Crude rate of net migration plus statistical adjustment","Severoiztochen",2003,-1.8
"BG34","Crude rate of net migration plus statistical adjustment","Yugoiztochen",2003,-4.3
"BG41","Crude rate of net migration plus statistical adjustment","Yugozapaden",2003,7.3
"BG42","Crude rate of net migration plus statistical adjustment","Yuzhen tsentralen",2003,-4.4
"CH01","Crude rate of net migration plus statistical adjustment","Région lémanique",2003,10.4
"CH02","Crude rate of net migration plus statistical adjustment","Espace Mittelland",2003,3.8
"CH03","Crude rate of net migration plus statistical adjustment","Nordwestschweiz",2003,5.4
"CH04","Crude rate of net migration plus statistical adjustment","Zürich",2003,5.1
"CH05","Crude rate of net migration plus statistical adjustment","Ostschweiz",2003,4.2
"CH06","Crude rate of net migration plus statistical adjustment","Zentralschweiz",2003,4
"CH07","Crude rate of net migration plus statistical adjustment","Ticino",2003,7.1
"CY00","Crude rate of net migration plus statistical adjustment","Kypros",2003,8.7
"CZ01","Crude rate of net migration plus statistical adjustment","Praha",2003,4.1
"CZ02","Crude rate of net migration plus statistical adjustment","Strední Cechy",2003,8.5
"CZ03","Crude rate of net migration plus statistical adjustment","Jihozápad",2003,2.3
"CZ04","Crude rate of net migration plus statistical adjustment","Severozápad",2003,1.1
"CZ05","Crude rate of net migration plus statistical adjustment","Severovýchod",2003,0
"CZ06","Crude rate of net migration plus statistical adjustment","Jihovýchod",2003,2.3
"CZ07","Crude rate of net migration plus statistical adjustment","Strední Morava",2003,-0.2
"CZ08","Crude rate of net migration plus statistical adjustment","Moravskoslezsko",2003,-1.2
"DE11","Crude rate of net migration plus statistical adjustment","Stuttgart",2003,1.9
"DE12","Crude rate of net migration plus statistical adjustment","Karlsruhe",2003,3.1
"DE13","Crude rate of net migration plus statistical adjustment","Freiburg",2003,4.2
"DE14","Crude rate of net migration plus statistical adjustment","Tübingen",2003,3.4
"DE21","Crude rate of net migration plus statistical adjustment","Oberbayern",2003,5.8
"DE22","Crude rate of net migration plus statistical adjustment","Niederbayern",2003,3.6
"DE23","Crude rate of net migration plus statistical adjustment","Oberpfalz",2003,2.3
"DE24","Crude rate of net migration plus statistical adjustment","Oberfranken",2003,0.4
"DE25","Crude rate of net migration plus statistical adjustment","Mittelfranken",2003,3.3
"DE26","Crude rate of net migration plus statistical adjustment","Unterfranken",2003,1.5
"DE27","Crude rate of net migration plus statistical adjustment","Schwaben",2003,3.9
"DE30","Crude rate of net migration plus statistical adjustment","Berlin",2003,0.1
"DE40","Crude rate of net migration plus statistical adjustment","Brandenburg",2003,0.4
"DE50","Crude rate of net migration plus statistical adjustment","Bremen",2003,4.7
"DE60","Crude rate of net migration plus statistical adjustment","Hamburg",2003,4.3
"DE71","Crude rate of net migration plus statistical adjustment","Darmstadt",2003,0.8
"DE72","Crude rate of net migration plus statistical adjustment","Gießen",2003,1
"DE73","Crude rate of net migration plus statistical adjustment","Kassel",2003,0.7
"DE80","Crude rate of net migration plus statistical adjustment","Mecklenburg-Vorpommern",2003,-4.3
"DE91","Crude rate of net migration plus statistical adjustment","Braunschweig",2003,1.7
"DE92","Crude rate of net migration plus statistical adjustment","Hannover",2003,2.3
"DE93","Crude rate of net migration plus statistical adjustment","Lüneburg",2003,5.4
"DE94","Crude rate of net migration plus statistical adjustment","Weser-Ems",2003,4.3
"DEA1","Crude rate of net migration plus statistical adjustment","Düsseldorf",2003,2.1
"DEA2","Crude rate of net migration plus statistical adjustment","Köln",2003,5
"DEA3","Crude rate of net migration plus statistical adjustment","Münster",2003,1
"DEA4","Crude rate of net migration plus statistical adjustment","Detmold",2003,1.7
"DEA5","Crude rate of net migration plus statistical adjustment","Arnsberg",2003,-1.2
"DEB1","Crude rate of net migration plus statistical adjustment","Koblenz",2003,3.1
"DEB2","Crude rate of net migration plus statistical adjustment","Trier",2003,2.2
"DEB3","Crude rate of net migration plus statistical adjustment","Rheinhessen-Pfalz",2003,2.3
"DEC0","Crude rate of net migration plus statistical adjustment","Saarland",2003,1.6
"DED2","Crude rate of net migration plus statistical adjustment","Dresden",2003,-2
"DEE0","Crude rate of net migration plus statistical adjustment","Sachsen-Anhalt",2003,-5.2
"DEF0","Crude rate of net migration plus statistical adjustment","Schleswig-Holstein",2003,4.6
"DEG0","Crude rate of net migration plus statistical adjustment","Thüringen",2003,-4
"EE00","Crude rate of net migration plus statistical adjustment","Eesti",2003,-2.8
"EL11","Crude rate of net migration plus statistical adjustment","Anatoliki Makedonia, Thraki (NUTS 2010)",2003,5.1
"EL12","Crude rate of net migration plus statistical adjustment","Kentriki Makedonia (NUTS 2010)",2003,4.1
"EL13","Crude rate of net migration plus statistical adjustment","Dytiki Makedonia (NUTS 2010)",2003,-0.1
"EL14","Crude rate of net migration plus statistical adjustment","Thessalia (NUTS 2010)",2003,-0.3
"EL21","Crude rate of net migration plus statistical adjustment","Ipeiros (NUTS 2010)",2003,3.1
"EL22","Crude rate of net migration plus statistical adjustment","Ionia Nisia (NUTS 2010)",2003,0.2
"EL23","Crude rate of net migration plus statistical adjustment","Dytiki Ellada (NUTS 2010)",2003,-3
"EL24","Crude rate of net migration plus statistical adjustment","Sterea Ellada (NUTS 2010)",2003,-1.6
"EL25","Crude rate of net migration plus statistical adjustment","Peloponnisos (NUTS 2010)",2003,-1.1
"EL30","Crude rate of net migration plus statistical adjustment","Attiki",2003,3.7
"EL41","Crude rate of net migration plus statistical adjustment","Voreio Aigaio",2003,3.3
"EL42","Crude rate of net migration plus statistical adjustment","Notio Aigaio",2003,2
"EL43","Crude rate of net migration plus statistical adjustment","Kriti",2003,3.7
"EL51","Crude rate of net migration plus statistical adjustment","Anatoliki Makedonia, Thraki",2003,5.1
"EL52","Crude rate of net migration plus statistical adjustment","Kentriki Makedonia",2003,4.1
"EL53","Crude rate of net migration plus statistical adjustment","Dytiki Makedonia",2003,-0.1
"EL54","Crude rate of net migration plus statistical adjustment","Ipeiros",2003,3.1
"EL61","Crude rate of net migration plus statistical adjustment","Thessalia",2003,-0.3
"EL62","Crude rate of net migration plus statistical adjustment","Ionia Nisia",2003,0.2
"EL63","Crude rate of net migration plus statistical adjustment","Dytiki Ellada",2003,-3
"EL64","Crude rate of net migration plus statistical adjustment","Sterea Ellada",2003,-1.6
"EL65","Crude rate of net migration plus statistical adjustment","Peloponnisos",2003,-1.1
"ES11","Crude rate of net migration plus statistical adjustment","Galicia",2003,5.8
"ES12","Crude rate of net migration plus statistical adjustment","Principado de Asturias",2003,5.3
"ES13","Crude rate of net migration plus statistical adjustment","Cantabria",2003,13
"ES21","Crude rate of net migration plus statistical adjustment","País Vasco",2003,4.9
"ES22","Crude rate of net migration plus statistical adjustment","Comunidad Foral de Navarra",2003,13.2
"ES23","Crude rate of net migration plus statistical adjustment","La Rioja",2003,22.1
"ES24","Crude rate of net migration plus statistical adjustment","Aragón",2003,12
"ES30","Crude rate of net migration plus statistical adjustment","Comunidad de Madrid",2003,17.9
"ES41","Crude rate of net migration plus statistical adjustment","Castilla y León",2003,6.2
"ES42","Crude rate of net migration plus statistical adjustment","Castilla-la Mancha",2003,20
"ES43","Crude rate of net migration plus statistical adjustment","Extremadura",2003,4.6
"ES51","Crude rate of net migration plus statistical adjustment","Cataluña",2003,21.7
"ES52","Crude rate of net migration plus statistical adjustment","Comunidad Valenciana",2003,25.9
"ES53","Crude rate of net migration plus statistical adjustment","Illes Balears",2003,30.1
"ES61","Crude rate of net migration plus statistical adjustment","Andalucía",2003,11.2
"ES62","Crude rate of net migration plus statistical adjustment","Región de Murcia",2003,21.9
"ES63","Crude rate of net migration plus statistical adjustment","Ciudad Autónoma de Ceuta (ES)",2003,-3.8
"ES64","Crude rate of net migration plus statistical adjustment","Ciudad Autónoma de Melilla (ES)",2003,-22.1
"ES70","Crude rate of net migration plus statistical adjustment","Canarias (ES)",2003,23.6
"FI19","Crude rate of net migration plus statistical adjustment","Länsi-Suomi",2003,2.1
"FI1B","Crude rate of net migration plus statistical adjustment","Helsinki-Uusimaa",2003,2.3
"FI1C","Crude rate of net migration plus statistical adjustment","Etelä-Suomi",2003,2.3
"FI1D","Crude rate of net migration plus statistical adjustment","Pohjois- ja Itä-Suomi",2003,-2.3
"FI20","Crude rate of net migration plus statistical adjustment","Åland",2003,3.6
"FR10","Crude rate of net migration plus statistical adjustment","Île de France",2003,-1.4
"FR21","Crude rate of net migration plus statistical adjustment","Champagne-Ardenne",2003,-3.2
"FR22","Crude rate of net migration plus statistical adjustment","Picardie",2003,-1.5
"FR23","Crude rate of net migration plus statistical adjustment","Haute-Normandie",2003,-1.6
"FR24","Crude rate of net migration plus statistical adjustment","Centre (FR)",2003,2.6
"FR25","Crude rate of net migration plus statistical adjustment","Basse-Normandie",2003,0.9
"FR26","Crude rate of net migration plus statistical adjustment","Bourgogne",2003,1.4
"FR30","Crude rate of net migration plus statistical adjustment","Nord - Pas-de-Calais",2003,-4
"FR41","Crude rate of net migration plus statistical adjustment","Lorraine",2003,-1.2
"FR42","Crude rate of net migration plus statistical adjustment","Alsace",2003,2.1
"FR43","Crude rate of net migration plus statistical adjustment","Franche-Comté",2003,0.5
"FR51","Crude rate of net migration plus statistical adjustment","Pays de la Loire",2003,5.8
"FR52","Crude rate of net migration plus statistical adjustment","Bretagne",2003,7.3
"FR53","Crude rate of net migration plus statistical adjustment","Poitou-Charentes",2003,7.1
"FR61","Crude rate of net migration plus statistical adjustment","Aquitaine",2003,9.8
"FR62","Crude rate of net migration plus statistical adjustment","Midi-Pyrénées",2003,11.4
"FR63","Crude rate of net migration plus statistical adjustment","Limousin",2003,7.1
"FR71","Crude rate of net migration plus statistical adjustment","Rhône-Alpes",2003,4.3
"FR72","Crude rate of net migration plus statistical adjustment","Auvergne",2003,3.6
"FR81","Crude rate of net migration plus statistical adjustment","Languedoc-Roussillon",2003,13.6
"FR82","Crude rate of net migration plus statistical adjustment","Provence-Alpes-Côte d'Azur",2003,7.8
"FR83","Crude rate of net migration plus statistical adjustment","Corse",2003,17.9
"FR91","Crude rate of net migration plus statistical adjustment","Guadeloupe (NUTS 2010)",2003,-2.6
"FR92","Crude rate of net migration plus statistical adjustment","Martinique (NUTS 2010)",2003,-1.3
"FR93","Crude rate of net migration plus statistical adjustment","Guyane (NUTS 2010)",2003,18.7
"FR94","Crude rate of net migration plus statistical adjustment","Réunion (NUTS 2010)",2003,0.5
"HR03","Crude rate of net migration plus statistical adjustment","Jadranska Hrvatska",2003,6.5
"HR04","Crude rate of net migration plus statistical adjustment","Kontinentalna Hrvatska",2003,1.4
"HU10","Crude rate of net migration plus statistical adjustment","Közép-Magyarország",2003,5.6
"HU21","Crude rate of net migration plus statistical adjustment","Közép-Dunántúl",2003,3
"HU22","Crude rate of net migration plus statistical adjustment","Nyugat-Dunántúl",2003,3.3
"HU23","Crude rate of net migration plus statistical adjustment","Dél-Dunántúl",2003,-0.8
"HU31","Crude rate of net migration plus statistical adjustment","Észak-Magyarország",2003,-2.5
"HU32","Crude rate of net migration plus statistical adjustment","Észak-Alföld",2003,-2
"HU33","Crude rate of net migration plus statistical adjustment","Dél-Alföld",2003,0.3
"IE01","Crude rate of net migration plus statistical adjustment","Border, Midland and Western",2003,13.6
"IE02","Crude rate of net migration plus statistical adjustment","Southern and Eastern",2003,6
"IS00","Crude rate of net migration plus statistical adjustment","Ísland",2003,-0.7
"ITC1","Crude rate of net migration plus statistical adjustment","Piemonte",2003,11.6
"ITC2","Crude rate of net migration plus statistical adjustment","Valle d'Aosta/Vallée d'Aoste",2003,11.1
"ITC3","Crude rate of net migration plus statistical adjustment","Liguria",2003,9.3
"ITC4","Crude rate of net migration plus statistical adjustment","Lombardia",2003,9.4
"ITF1","Crude rate of net migration plus statistical adjustment","Abruzzo",2003,9.1
"ITF2","Crude rate of net migration plus statistical adjustment","Molise",2003,2.7
"ITF3","Crude rate of net migration plus statistical adjustment","Campania",2003,0.9
"ITF4","Crude rate of net migration plus statistical adjustment","Puglia",2003,-0.3
"ITF5","Crude rate of net migration plus statistical adjustment","Basilicata",2003,-0.9
"ITF6","Crude rate of net migration plus statistical adjustment","Calabria",2003,-0.4
"ITG1","Crude rate of net migration plus statistical adjustment","Sicilia",2003,0.6
"ITG2","Crude rate of net migration plus statistical adjustment","Sardegna",2003,1.3
"ITH1","Crude rate of net migration plus statistical adjustment","Provincia Autonoma di Bolzano/Bozen",2003,4.2
"ITH2","Crude rate of net migration plus statistical adjustment","Provincia Autonoma di Trento",2003,11.8
"ITH3","Crude rate of net migration plus statistical adjustment","Veneto",2003,12.4
"ITH4","Crude rate of net migration plus statistical adjustment","Friuli-Venezia Giulia",2003,9.1
"ITH5","Crude rate of net migration plus statistical adjustment","Emilia-Romagna",2003,13.5
"ITI1","Crude rate of net migration plus statistical adjustment","Toscana",2003,10.8
"ITI2","Crude rate of net migration plus statistical adjustment","Umbria",2003,15.2
"ITI3","Crude rate of net migration plus statistical adjustment","Marche",2003,13.3
"ITI4","Crude rate of net migration plus statistical adjustment","Lazio",2003,7.1
"LI00","Crude rate of net migration plus statistical adjustment","Liechtenstein",2003,8.8
"LT00","Crude rate of net migration plus statistical adjustment","Lietuva",2003,-6.3
"LU00","Crude rate of net migration plus statistical adjustment","Luxembourg",2003,12
"LV00","Crude rate of net migration plus statistical adjustment","Latvija",2003,-5.1
"ME00","Crude rate of net migration plus statistical adjustment","Crna Gora",2003,-1.5
"MK00","Crude rate of net migration plus statistical adjustment","Poranesna jugoslovenska Republika Makedonija",2003,0.2
"MT00","Crude rate of net migration plus statistical adjustment","Malta",2003,4.4
"NL11","Crude rate of net migration plus statistical adjustment","Groningen",2003,0.9
"NL12","Crude rate of net migration plus statistical adjustment","Friesland (NL)",2003,0.2
"NL13","Crude rate of net migration plus statistical adjustment","Drenthe",2003,0.3
"NL21","Crude rate of net migration plus statistical adjustment","Overijssel",2003,-0.1
"NL22","Crude rate of net migration plus statistical adjustment","Gelderland",2003,-0.1
"NL23","Crude rate of net migration plus statistical adjustment","Flevoland",2003,13.4
"NL31","Crude rate of net migration plus statistical adjustment","Utrecht",2003,2.5
"NL32","Crude rate of net migration plus statistical adjustment","Noord-Holland",2003,1.4
"NL33","Crude rate of net migration plus statistical adjustment","Zuid-Holland",2003,0.1
"NL34","Crude rate of net migration plus statistical adjustment","Zeeland",2003,0.4
"NL41","Crude rate of net migration plus statistical adjustment","Noord-Brabant",2003,-1
"NL42","Crude rate of net migration plus statistical adjustment","Limburg (NL)",2003,-2.4
"NO01","Crude rate of net migration plus statistical adjustment","Oslo og Akershus",2003,3.7
"NO02","Crude rate of net migration plus statistical adjustment","Hedmark og Oppland",2003,2
"NO03","Crude rate of net migration plus statistical adjustment","Sør-Østlandet",2003,3.8
"NO04","Crude rate of net migration plus statistical adjustment","Agder og Rogaland",2003,2.9
"NO05","Crude rate of net migration plus statistical adjustment","Vestlandet",2003,1
"NO06","Crude rate of net migration plus statistical adjustment","Trøndelag",2003,3.4
"NO07","Crude rate of net migration plus statistical adjustment","Nord-Norge",2003,-1.3
"PL11","Crude rate of net migration plus statistical adjustment","Lódzkie",2003,-0.5
"PL12","Crude rate of net migration plus statistical adjustment","Mazowieckie",2003,2.5
"PL21","Crude rate of net migration plus statistical adjustment","Malopolskie",2003,3.9
"PL22","Crude rate of net migration plus statistical adjustment","Slaskie",2003,-2.1
"PL31","Crude rate of net migration plus statistical adjustment","Lubelskie",2003,-1.9
"PL32","Crude rate of net migration plus statistical adjustment","Podkarpackie",2003,-4.9
"PL33","Crude rate of net migration plus statistical adjustment","Swietokrzyskie",2003,-1.7
"PL34","Crude rate of net migration plus statistical adjustment","Podlaskie",2003,-1.4
"PL41","Crude rate of net migration plus statistical adjustment","Wielkopolskie",2003,0.6
"PL42","Crude rate of net migration plus statistical adjustment","Zachodniopomorskie",2003,-1.4
"PL43","Crude rate of net migration plus statistical adjustment","Lubuskie",2003,0.3
"PL51","Crude rate of net migration plus statistical adjustment","Dolnoslaskie",2003,-0.8
"PL52","Crude rate of net migration plus statistical adjustment","Opolskie",2003,-3.8
"PL61","Crude rate of net migration plus statistical adjustment","Kujawsko-Pomorskie",2003,-0.9
"PL62","Crude rate of net migration plus statistical adjustment","Warminsko-Mazurskie",2003,-1.4
"PL63","Crude rate of net migration plus statistical adjustment","Pomorskie",2003,0.4
"PT11","Crude rate of net migration plus statistical adjustment","Norte",2003,-0.4
"PT15","Crude rate of net migration plus statistical adjustment","Algarve",2003,13.9
"PT16","Crude rate of net migration plus statistical adjustment","Centro (PT)",2003,2.2
"PT17","Crude rate of net migration plus statistical adjustment","Área Metropolitana de Lisboa",2003,3.9
"PT18","Crude rate of net migration plus statistical adjustment","Alentejo",2003,3
"PT20","Crude rate of net migration plus statistical adjustment","Região Autónoma dos Açores (PT)",2003,0.7
"PT30","Crude rate of net migration plus statistical adjustment","Região Autónoma da Madeira (PT)",2003,9.2
"RO11","Crude rate of net migration plus statistical adjustment","Nord-Vest",2003,-0.2
"RO12","Crude rate of net migration plus statistical adjustment","Centru",2003,-0.8
"RO21","Crude rate of net migration plus statistical adjustment","Nord-Est",2003,-0.9
"RO22","Crude rate of net migration plus statistical adjustment","Sud-Est",2003,-0.9
"RO31","Crude rate of net migration plus statistical adjustment","Sud - Muntenia",2003,-1.2
"RO32","Crude rate of net migration plus statistical adjustment","Bucuresti - Ilfov",2003,3.2
"RO41","Crude rate of net migration plus statistical adjustment","Sud-Vest Oltenia",2003,-0.5
"RO42","Crude rate of net migration plus statistical adjustment","Vest",2003,-0.4
"SE11","Crude rate of net migration plus statistical adjustment","Stockholm",2003,0.7
"SE12","Crude rate of net migration plus statistical adjustment","Östra Mellansverige",2003,4
"SE21","Crude rate of net migration plus statistical adjustment","Småland med öarna",2003,3.2
"SE22","Crude rate of net migration plus statistical adjustment","Sydsverige",2003,5.5
"SE23","Crude rate of net migration plus statistical adjustment","Västsverige",2003,4.5
"SE31","Crude rate of net migration plus statistical adjustment","Norra Mellansverige",2003,3
"SE32","Crude rate of net migration plus statistical adjustment","Mellersta Norrland",2003,1.5
"SE33","Crude rate of net migration plus statistical adjustment","Övre Norrland",2003,1
"SI01","Crude rate of net migration plus statistical adjustment","Vzhodna Slovenija (NUTS 2010)",2003,1.4
"SI02","Crude rate of net migration plus statistical adjustment","Zahodna Slovenija (NUTS 2010)",2003,2.3
"SK01","Crude rate of net migration plus statistical adjustment","Bratislavský kraj",2003,-3.4
"SK02","Crude rate of net migration plus statistical adjustment","Západné Slovensko",2003,-0.3
"SK03","Crude rate of net migration plus statistical adjustment","Stredné Slovensko",2003,-0.3
"SK04","Crude rate of net migration plus statistical adjustment","Východné Slovensko",2003,0.2
"UKC1","Crude rate of net migration plus statistical adjustment","Tees Valley and Durham",2003,1
"UKC2","Crude rate of net migration plus statistical adjustment","Northumberland and Tyne and Wear",2003,0.4
"UKD1","Crude rate of net migration plus statistical adjustment","Cumbria",2003,8
"UKD3","Crude rate of net migration plus statistical adjustment","Greater Manchester",2003,3.6
"UKD4","Crude rate of net migration plus statistical adjustment","Lancashire",2003,5
"UKD6","Crude rate of net migration plus statistical adjustment","Cheshire",2003,3.8
"UKD7","Crude rate of net migration plus statistical adjustment","Merseyside",2003,0.9
"UKE1","Crude rate of net migration plus statistical adjustment","East Yorkshire and Northern Lincolnshire",2003,8.9
"UKE2","Crude rate of net migration plus statistical adjustment","North Yorkshire",2003,8.3
"UKE3","Crude rate of net migration plus statistical adjustment","South Yorkshire",2003,4.2
"UKE4","Crude rate of net migration plus statistical adjustment","West Yorkshire",2003,3.1
"UKF1","Crude rate of net migration plus statistical adjustment","Derbyshire and Nottinghamshire",2003,6.4
"UKF2","Crude rate of net migration plus statistical adjustment","Leicestershire, Rutland and Northamptonshire",2003,6
"UKF3","Crude rate of net migration plus statistical adjustment","Lincolnshire",2003,14.6
"UKG1","Crude rate of net migration plus statistical adjustment","Herefordshire, Worcestershire and Warwickshire",2003,5.3
"UKG2","Crude rate of net migration plus statistical adjustment","Shropshire and Staffordshire",2003,4.8
"UKG3","Crude rate of net migration plus statistical adjustment","West Midlands",2003,0.3
"UKH1","Crude rate of net migration plus statistical adjustment","East Anglia",2003,10.4
"UKH2","Crude rate of net migration plus statistical adjustment","Bedfordshire and Hertfordshire",2003,-0.5
"UKH3","Crude rate of net migration plus statistical adjustment","Essex",2003,4.4
"UKI1","Crude rate of net migration plus statistical adjustment","Inner London (NUTS 2010)",2003,-5.5
"UKI2","Crude rate of net migration plus statistical adjustment","Outer London (NUTS 2010)",2003,-1.9
"UKJ1","Crude rate of net migration plus statistical adjustment","Berkshire, Buckinghamshire and Oxfordshire",2003,0.5
"UKJ2","Crude rate of net migration plus statistical adjustment","Surrey, East and West Sussex",2003,4.7
"UKJ3","Crude rate of net migration plus statistical adjustment","Hampshire and Isle of Wight",2003,5
"UKJ4","Crude rate of net migration plus statistical adjustment","Kent",2003,6.5
"UKK1","Crude rate of net migration plus statistical adjustment","Gloucestershire, Wiltshire and Bristol/Bath area",2003,5.7
"UKK2","Crude rate of net migration plus statistical adjustment","Dorset and Somerset",2003,7.7
"UKK3","Crude rate of net migration plus statistical adjustment","Cornwall and Isles of Scilly",2003,10
"UKK4","Crude rate of net migration plus statistical adjustment","Devon",2003,7.9
"UKL1","Crude rate of net migration plus statistical adjustment","West Wales and The Valleys",2003,7.3
"UKL2","Crude rate of net migration plus statistical adjustment","East Wales",2003,5.6
"UKM2","Crude rate of net migration plus statistical adjustment","Eastern Scotland",2003,3.6
"UKM3","Crude rate of net migration plus statistical adjustment","South Western Scotland",2003,0.8
"UKM5","Crude rate of net migration plus statistical adjustment","North Eastern Scotland",2003,3.2
"UKM6","Crude rate of net migration plus statistical adjustment","Highlands and Islands",2003,11.1
"UKN0","Crude rate of net migration plus statistical adjustment","Northern Ireland (UK)",2003,0.6
"AT11","Crude rate of total population change","Burgenland (AT)",2003,0.9
"AT12","Crude rate of total population change","Niederösterreich",2003,5.2
"AT13","Crude rate of total population change","Wien",2003,11
"AT21","Crude rate of total population change","Kärnten",2003,-1.1
"AT22","Crude rate of total population change","Steiermark",2003,2.4
"AT31","Crude rate of total population change","Oberösterreich",2003,3.6
"AT32","Crude rate of total population change","Salzburg",2003,5
"AT33","Crude rate of total population change","Tirol",2003,6.1
"AT34","Crude rate of total population change","Vorarlberg",2003,6.9
"BE10","Crude rate of total population change","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",2003,7.9
"BE21","Crude rate of total population change","Prov. Antwerpen",2003,4.6
"BE22","Crude rate of total population change","Prov. Limburg (BE)",2003,4.1
"BE23","Crude rate of total population change","Prov. Oost-Vlaanderen",2003,2.6
"BE24","Crude rate of total population change","Prov. Vlaams-Brabant",2003,3.9
"BE25","Crude rate of total population change","Prov. West-Vlaanderen",2003,1.6
"BE31","Crude rate of total population change","Prov. Brabant Wallon",2003,7.5
"BE32","Crude rate of total population change","Prov. Hainaut",2003,1.2
"BE33","Crude rate of total population change","Prov. Liège",2003,3.7
"BE34","Crude rate of total population change","Prov. Luxembourg (BE)",2003,7.2
"BE35","Crude rate of total population change","Prov. Namur",2003,5.4
"BG31","Crude rate of total population change","Severozapaden",2003,-20.6
"BG32","Crude rate of total population change","Severen tsentralen",2003,-15.6
"BG33","Crude rate of total population change","Severoiztochen",2003,-5.9
"BG34","Crude rate of total population change","Yugoiztochen",2003,-8.8
"BG41","Crude rate of total population change","Yugozapaden",2003,2.4
"BG42","Crude rate of total population change","Yuzhen tsentralen",2003,-9.1
"CH01","Crude rate of total population change","Région lémanique",2003,12.7
"CH02","Crude rate of total population change","Espace Mittelland",2003,3.8
"CH03","Crude rate of total population change","Nordwestschweiz",2003,6.2
"CH04","Crude rate of total population change","Zürich",2003,6.9
"CH05","Crude rate of total population change","Ostschweiz",2003,5.1
"CH06","Crude rate of total population change","Zentralschweiz",2003,6.6
"CH07","Crude rate of total population change","Ticino",2003,6.5
"CY00","Crude rate of total population change","Kypros",2003,12.8
"CZ01","Crude rate of total population change","Praha",2003,1.1
"CZ02","Crude rate of total population change","Strední Cechy",2003,6.3
"CZ03","Crude rate of total population change","Jihozápad",2003,0.6
"CZ04","Crude rate of total population change","Severozápad",2003,0
"CZ05","Crude rate of total population change","Severovýchod",2003,-1.3
"CZ06","Crude rate of total population change","Jihovýchod",2003,0.7
"CZ07","Crude rate of total population change","Strední Morava",2003,-1.8
"CZ08","Crude rate of total population change","Moravskoslezsko",2003,-2.7
"DE11","Crude rate of total population change","Stuttgart",2003,2.4
"DE12","Crude rate of total population change","Karlsruhe",2003,2.2
"DE13","Crude rate of total population change","Freiburg",2003,3.8
"DE14","Crude rate of total population change","Tübingen",2003,4.1
"DE21","Crude rate of total population change","Oberbayern",2003,6.2
"DE22","Crude rate of total population change","Niederbayern",2003,2.5
"DE23","Crude rate of total population change","Oberpfalz",2003,0.8
"DE24","Crude rate of total population change","Oberfranken",2003,-2.7
"DE25","Crude rate of total population change","Mittelfranken",2003,1.6
"DE26","Crude rate of total population change","Unterfranken",2003,0.3
"DE27","Crude rate of total population change","Schwaben",2003,3.3
"DE30","Crude rate of total population change","Berlin",2003,-1.2
"DE40","Crude rate of total population change","Brandenburg",2003,-3
"DE50","Crude rate of total population change","Bremen",2003,1.6
"DE60","Crude rate of total population change","Hamburg",2003,3
"DE71","Crude rate of total population change","Darmstadt",2003,0.3
"DE72","Crude rate of total population change","Gießen",2003,-0.4
"DE73","Crude rate of total population change","Kassel",2003,-2.4
"DE80","Crude rate of total population change","Mecklenburg-Vorpommern",2003,-7.1
"DE91","Crude rate of total population change","Braunschweig",2003,-1.7
"DE92","Crude rate of total population change","Hannover",2003,-0.3
"DE93","Crude rate of total population change","Lüneburg",2003,3.7
"DE94","Crude rate of total population change","Weser-Ems",2003,4.1
"DEA1","Crude rate of total population change","Düsseldorf",2003,-0.8
"DEA2","Crude rate of total population change","Köln",2003,4.4
"DEA3","Crude rate of total population change","Münster",2003,0
"DEA4","Crude rate of total population change","Detmold",2003,1.2
