"unit","geo","time","values"
"PPS_HAB_EU","ES12",2005,88
"PPS_HAB_EU","ES13",2005,94
"PPS_HAB_EU","ES21",2005,125
"PPS_HAB_EU","ES22",2005,125
"PPS_HAB_EU","ES23",2005,107
"PPS_HAB_EU","ES24",2005,108
"PPS_HAB_EU","ES30",2005,132
"PPS_HAB_EU","ES41",2005,92
"PPS_HAB_EU","ES42",2005,81
"PPS_HAB_EU","ES43",2005,67
"PPS_HAB_EU","ES51",2005,118
"PPS_HAB_EU","ES52",2005,92
"PPS_HAB_EU","ES53",2005,111
"PPS_HAB_EU","ES61",2005,78
"PPS_HAB_EU","ES62",2005,84
"PPS_HAB_EU","ES63",2005,87
"PPS_HAB_EU","ES64",2005,86
"PPS_HAB_EU","ES70",2005,92
"PPS_HAB_EU","FI19",2005,103
"PPS_HAB_EU","FI1B",2005,153
"PPS_HAB_EU","FI1C",2005,106
"PPS_HAB_EU","FI1D",2005,93
"PPS_HAB_EU","FI20",2005,145
"PPS_HAB_EU","FR10",2005,168
"PPS_HAB_EU","FR21",2005,101
"PPS_HAB_EU","FR22",2005,88
"PPS_HAB_EU","FR23",2005,99
"PPS_HAB_EU","FR24",2005,97
"PPS_HAB_EU","FR25",2005,92
"PPS_HAB_EU","FR26",2005,95
"PPS_HAB_EU","FR30",2005,88
"PPS_HAB_EU","FR41",2005,91
"PPS_HAB_EU","FR42",2005,103
"PPS_HAB_EU","FR43",2005,93
"PPS_HAB_EU","FR51",2005,99
"PPS_HAB_EU","FR52",2005,98
"PPS_HAB_EU","FR53",2005,91
"PPS_HAB_EU","FR61",2005,99
"PPS_HAB_EU","FR62",2005,99
"PPS_HAB_EU","FR63",2005,90
"PPS_HAB_EU","FR71",2005,110
"PPS_HAB_EU","FR72",2005,93
"PPS_HAB_EU","FR81",2005,85
"PPS_HAB_EU","FR82",2005,104
"PPS_HAB_EU","FR83",2005,84
"PPS_HAB_EU","FRA1",2005,68
"PPS_HAB_EU","FRA2",2005,74
"PPS_HAB_EU","FRA3",2005,54
"PPS_HAB_EU","FRA4",2005,67
"PPS_HAB_EU","FRA5",2005,23
"PPS_HAB_EU","HR03",2005,57
"PPS_HAB_EU","HR04",2005,58
"PPS_HAB_EU","HU10",2005,101
"PPS_HAB_EU","HU21",2005,59
"PPS_HAB_EU","HU22",2005,62
"PPS_HAB_EU","HU23",2005,43
"PPS_HAB_EU","HU31",2005,41
"PPS_HAB_EU","HU32",2005,40
"PPS_HAB_EU","HU33",2005,43
"PPS_HAB_EU","IE01",2005,101
"PPS_HAB_EU","IE02",2005,162
"PPS_HAB_EU","ITC1",2005,116
"PPS_HAB_EU","ITC2",2005,137
"PPS_HAB_EU","ITC3",2005,116
"PPS_HAB_EU","ITC4",2005,138
"PPS_HAB_EU","ITF1",2005,89
"PPS_HAB_EU","ITF2",2005,81
"PPS_HAB_EU","ITF3",2005,70
"PPS_HAB_EU","ITF4",2005,68
"PPS_HAB_EU","ITF5",2005,74
"PPS_HAB_EU","ITF6",2005,66
"PPS_HAB_EU","ITG1",2005,70
"PPS_HAB_EU","ITG2",2005,78
"PPS_HAB_EU","ITH1",2005,141
"PPS_HAB_EU","ITH2",2005,132
"PPS_HAB_EU","ITH3",2005,120
"PPS_HAB_EU","ITH4",2005,115
"PPS_HAB_EU","ITH5",2005,127
"PPS_HAB_EU","ITI1",2005,112
"PPS_HAB_EU","ITI2",2005,101
"PPS_HAB_EU","ITI3",2005,103
"PPS_HAB_EU","ITI4",2005,135
"PPS_HAB_EU","LT00",2005,53
"PPS_HAB_EU","LU00",2005,241
"PPS_HAB_EU","LV00",2005,51
"PPS_HAB_EU","MT00",2005,81
"PPS_HAB_EU","NL11",2005,155
"PPS_HAB_EU","NL12",2005,94
"PPS_HAB_EU","NL13",2005,99
"PPS_HAB_EU","NL21",2005,107
"PPS_HAB_EU","NL22",2005,110
"PPS_HAB_EU","NL23",2005,105
"PPS_HAB_EU","NL31",2005,161
"PPS_HAB_EU","NL32",2005,167
"PPS_HAB_EU","NL33",2005,140
"PPS_HAB_EU","NL34",2005,98
"PPS_HAB_EU","NL41",2005,134
"PPS_HAB_EU","NL42",2005,109
"PPS_HAB_EU","PL11",2005,46
"PPS_HAB_EU","PL12",2005,76
"PPS_HAB_EU","PL21",2005,44
"PPS_HAB_EU","PL22",2005,54
"PPS_HAB_EU","PL31",2005,35
"PPS_HAB_EU","PL32",2005,36
"PPS_HAB_EU","PL33",2005,38
"PPS_HAB_EU","PL34",2005,37
"PPS_HAB_EU","PL41",2005,54
"PPS_HAB_EU","PL42",2005,45
"PPS_HAB_EU","PL43",2005,45
"PPS_HAB_EU","PL51",2005,51
"PPS_HAB_EU","PL52",2005,41
"PPS_HAB_EU","PL61",2005,43
"PPS_HAB_EU","PL62",2005,37
"PPS_HAB_EU","PL63",2005,49
"PPS_HAB_EU","PT11",2005,62
"PPS_HAB_EU","PT15",2005,84
"PPS_HAB_EU","PT16",2005,68
"PPS_HAB_EU","PT17",2005,114
"PPS_HAB_EU","PT18",2005,73
"PPS_HAB_EU","PT20",2005,70
"PPS_HAB_EU","PT30",2005,79
"PPS_HAB_EU","RO11",2005,32
"PPS_HAB_EU","RO12",2005,33
"PPS_HAB_EU","RO21",2005,22
"PPS_HAB_EU","RO22",2005,30
"PPS_HAB_EU","RO31",2005,28
"PPS_HAB_EU","RO32",2005,80
"PPS_HAB_EU","RO41",2005,26
"PPS_HAB_EU","RO42",2005,38
"PPS_HAB_EU","SE11",2005,173
"PPS_HAB_EU","SE12",2005,107
"PPS_HAB_EU","SE21",2005,104
"PPS_HAB_EU","SE22",2005,109
"PPS_HAB_EU","SE23",2005,119
"PPS_HAB_EU","SE31",2005,105
"PPS_HAB_EU","SE32",2005,111
"PPS_HAB_EU","SE33",2005,113
"PPS_HAB_EU","SI03",2005,70
"PPS_HAB_EU","SI04",2005,104
"PPS_HAB_EU","SK01",2005,144
"PPS_HAB_EU","SK02",2005,56
"PPS_HAB_EU","SK03",2005,46
"PPS_HAB_EU","SK04",2005,42
"PPS_HAB_EU","UKC1",2005,85
"PPS_HAB_EU","UKC2",2005,102
"PPS_HAB_EU","UKD1",2005,94
"PPS_HAB_EU","UKD3",2005,109
"PPS_HAB_EU","UKD4",2005,99
"PPS_HAB_EU","UKD6",2005,137
"PPS_HAB_EU","UKD7",2005,94
"PPS_HAB_EU","UKE1",2005,100
"PPS_HAB_EU","UKE2",2005,116
"PPS_HAB_EU","UKE3",2005,90
"PPS_HAB_EU","UKE4",2005,109
"PPS_HAB_EU","UKF1",2005,101
"PPS_HAB_EU","UKF2",2005,111
"PPS_HAB_EU","UKF3",2005,88
"PPS_HAB_EU","UKG1",2005,108
"PPS_HAB_EU","UKG2",2005,96
"PPS_HAB_EU","UKG3",2005,108
"PPS_HAB_EU","UKH1",2005,115
"PPS_HAB_EU","UKH2",2005,139
"PPS_HAB_EU","UKH3",2005,104
"PPS_HAB_EU","UKI3",2005,551
"PPS_HAB_EU","UKI4",2005,211
"PPS_HAB_EU","UKI5",2005,93
"PPS_HAB_EU","UKI6",2005,117
"PPS_HAB_EU","UKI7",2005,137
"PPS_HAB_EU","UKJ1",2005,171
"PPS_HAB_EU","UKJ2",2005,126
"PPS_HAB_EU","UKJ3",2005,123
"PPS_HAB_EU","UKJ4",2005,105
"PPS_HAB_EU","UKK1",2005,128
"PPS_HAB_EU","UKK2",2005,103
"PPS_HAB_EU","UKK3",2005,86
"PPS_HAB_EU","UKK4",2005,99
"PPS_HAB_EU","UKL1",2005,78
"PPS_HAB_EU","UKL2",2005,110
"PPS_HAB_EU","UKM2",2005,117
"PPS_HAB_EU","UKM3",2005,108
"PPS_HAB_EU","UKM5",2005,145
"PPS_HAB_EU","UKM6",2005,110
"PPS_HAB_EU","UKN0",2005,100
"PPS_HAB_EU","AT11",2006,81
"PPS_HAB_EU","AT12",2006,101
"PPS_HAB_EU","AT13",2006,165
"PPS_HAB_EU","AT21",2006,105
"PPS_HAB_EU","AT22",2006,110
"PPS_HAB_EU","AT31",2006,123
"PPS_HAB_EU","AT32",2006,141
"PPS_HAB_EU","AT33",2006,131
"PPS_HAB_EU","AT34",2006,128
"PPS_HAB_EU","BE10",2006,224
"PPS_HAB_EU","BE21",2006,138
"PPS_HAB_EU","BE22",2006,95
"PPS_HAB_EU","BE23",2006,103
"PPS_HAB_EU","BE24",2006,122
"PPS_HAB_EU","BE25",2006,110
"PPS_HAB_EU","BE31",2006,120
"PPS_HAB_EU","BE32",2006,76
"PPS_HAB_EU","BE33",2006,85
"PPS_HAB_EU","BE34",2006,81
"PPS_HAB_EU","BE35",2006,82
"PPS_HAB_EU","BG31",2006,26
"PPS_HAB_EU","BG32",2006,28
"PPS_HAB_EU","BG33",2006,33
"PPS_HAB_EU","BG34",2006,33
"PPS_HAB_EU","BG41",2006,60
"PPS_HAB_EU","BG42",2006,28
"PPS_HAB_EU","CY00",2006,99
"PPS_HAB_EU","CZ01",2006,173
"PPS_HAB_EU","CZ02",2006,76
"PPS_HAB_EU","CZ03",2006,75
"PPS_HAB_EU","CZ04",2006,64
"PPS_HAB_EU","CZ05",2006,67
"PPS_HAB_EU","CZ06",2006,71
"PPS_HAB_EU","CZ07",2006,62
"PPS_HAB_EU","CZ08",2006,66
"PPS_HAB_EU","DE11",2006,149
"PPS_HAB_EU","DE12",2006,134
"PPS_HAB_EU","DE13",2006,113
"PPS_HAB_EU","DE14",2006,122
"PPS_HAB_EU","DE21",2006,170
"PPS_HAB_EU","DE22",2006,108
"PPS_HAB_EU","DE23",2006,112
"PPS_HAB_EU","DE24",2006,103
"PPS_HAB_EU","DE25",2006,123
"PPS_HAB_EU","DE26",2006,116
"PPS_HAB_EU","DE27",2006,115
"PPS_HAB_EU","DE30",2006,107
"PPS_HAB_EU","DE40",2006,80
"PPS_HAB_EU","DE50",2006,159
"PPS_HAB_EU","DE60",2006,205
"PPS_HAB_EU","DE71",2006,167
"PPS_HAB_EU","DE72",2006,106
"PPS_HAB_EU","DE73",2006,111
"PPS_HAB_EU","DE80",2006,76
"PPS_HAB_EU","DE91",2006,114
"PPS_HAB_EU","DE92",2006,116
"PPS_HAB_EU","DE93",2006,81
"PPS_HAB_EU","DE94",2006,100
"PPS_HAB_EU","DEA1",2006,127
"PPS_HAB_EU","DEA2",2006,127
"PPS_HAB_EU","DEA3",2006,103
"PPS_HAB_EU","DEA4",2006,113
"PPS_HAB_EU","DEA5",2006,104
"PPS_HAB_EU","DEB1",2006,100
"PPS_HAB_EU","DEB2",2006,93
"PPS_HAB_EU","DEB3",2006,110
"PPS_HAB_EU","DEC0",2006,115
"PPS_HAB_EU","DED2",2006,86
"PPS_HAB_EU","DED4",2006,79
"PPS_HAB_EU","DED5",2006,88
"PPS_HAB_EU","DEE0",2006,79
"PPS_HAB_EU","DEF0",2006,100
"PPS_HAB_EU","DEG0",2006,78
"PPS_HAB_EU","DK01",2006,148
"PPS_HAB_EU","DK02",2006,88
"PPS_HAB_EU","DK03",2006,109
"PPS_HAB_EU","DK04",2006,113
"PPS_HAB_EU","DK05",2006,106
"PPS_HAB_EU","EE00",2006,64
"PPS_HAB_EU","EL30",2006,124
"PPS_HAB_EU","EL41",2006,73
"PPS_HAB_EU","EL42",2006,104
"PPS_HAB_EU","EL43",2006,84
"PPS_HAB_EU","EL51",2006,64
"PPS_HAB_EU","EL52",2006,74
"PPS_HAB_EU","EL53",2006,81
"PPS_HAB_EU","EL54",2006,66
"PPS_HAB_EU","EL61",2006,72
"PPS_HAB_EU","EL62",2006,92
"PPS_HAB_EU","EL63",2006,73
"PPS_HAB_EU","EL64",2006,87
"PPS_HAB_EU","EL65",2006,74
"PPS_HAB_EU","ES11",2006,86
"PPS_HAB_EU","ES12",2006,92
"PPS_HAB_EU","ES13",2006,96
"PPS_HAB_EU","ES21",2006,129
"PPS_HAB_EU","ES22",2006,127
"PPS_HAB_EU","ES23",2006,110
"PPS_HAB_EU","ES24",2006,110
"PPS_HAB_EU","ES30",2006,136
"PPS_HAB_EU","ES41",2006,94
"PPS_HAB_EU","ES42",2006,82
"PPS_HAB_EU","ES43",2006,68
"PPS_HAB_EU","ES51",2006,121
"PPS_HAB_EU","ES52",2006,94
"PPS_HAB_EU","ES53",2006,112
"PPS_HAB_EU","ES61",2006,79
"PPS_HAB_EU","ES62",2006,86
"PPS_HAB_EU","ES63",2006,88
"PPS_HAB_EU","ES64",2006,86
"PPS_HAB_EU","ES70",2006,92
"PPS_HAB_EU","FI19",2006,101
"PPS_HAB_EU","FI1B",2006,153
"PPS_HAB_EU","FI1C",2006,104
"PPS_HAB_EU","FI1D",2006,93
"PPS_HAB_EU","FI20",2006,140
"PPS_HAB_EU","FR10",2006,164
"PPS_HAB_EU","FR21",2006,98
"PPS_HAB_EU","FR22",2006,85
"PPS_HAB_EU","FR23",2006,96
"PPS_HAB_EU","FR24",2006,95
"PPS_HAB_EU","FR25",2006,90
"PPS_HAB_EU","FR26",2006,93
"PPS_HAB_EU","FR30",2006,87
"PPS_HAB_EU","FR41",2006,88
"PPS_HAB_EU","FR42",2006,101
"PPS_HAB_EU","FR43",2006,90
"PPS_HAB_EU","FR51",2006,97
"PPS_HAB_EU","FR52",2006,96
"PPS_HAB_EU","FR53",2006,89
"PPS_HAB_EU","FR61",2006,98
"PPS_HAB_EU","FR62",2006,99
"PPS_HAB_EU","FR63",2006,88
"PPS_HAB_EU","FR71",2006,109
"PPS_HAB_EU","FR72",2006,90
"PPS_HAB_EU","FR81",2006,84
"PPS_HAB_EU","FR82",2006,102
"PPS_HAB_EU","FR83",2006,84
"PPS_HAB_EU","FRA1",2006,69
"PPS_HAB_EU","FRA2",2006,74
"PPS_HAB_EU","FRA3",2006,56
"PPS_HAB_EU","FRA4",2006,67
"PPS_HAB_EU","FRA5",2006,24
"PPS_HAB_EU","HR03",2006,56
"PPS_HAB_EU","HR04",2006,59
"PPS_HAB_EU","HU10",2006,102
"PPS_HAB_EU","HU21",2006,56
"PPS_HAB_EU","HU22",2006,62
"PPS_HAB_EU","HU23",2006,42
"PPS_HAB_EU","HU31",2006,40
"PPS_HAB_EU","HU32",2006,39
"PPS_HAB_EU","HU33",2006,42
"PPS_HAB_EU","IE01",2006,104
"PPS_HAB_EU","IE02",2006,161
"PPS_HAB_EU","ITC1",2006,115
"PPS_HAB_EU","ITC2",2006,135
"PPS_HAB_EU","ITC3",2006,115
"PPS_HAB_EU","ITC4",2006,136
"PPS_HAB_EU","ITF1",2006,89
"PPS_HAB_EU","ITF2",2006,83
"PPS_HAB_EU","ITF3",2006,70
"PPS_HAB_EU","ITF4",2006,68
"PPS_HAB_EU","ITF5",2006,75
"PPS_HAB_EU","ITF6",2006,65
"PPS_HAB_EU","ITG1",2006,70
"PPS_HAB_EU","ITG2",2006,78
"PPS_HAB_EU","ITH1",2006,142
"PPS_HAB_EU","ITH2",2006,130
"PPS_HAB_EU","ITH3",2006,119
"PPS_HAB_EU","ITH4",2006,115
"PPS_HAB_EU","ITH5",2006,128
"PPS_HAB_EU","ITI1",2006,111
"PPS_HAB_EU","ITI2",2006,102
"PPS_HAB_EU","ITI3",2006,104
"PPS_HAB_EU","ITI4",2006,133
"PPS_HAB_EU","LT00",2006,56
"PPS_HAB_EU","LU00",2006,256
"PPS_HAB_EU","LV00",2006,55
"PPS_HAB_EU","MT00",2006,78
"PPS_HAB_EU","NL11",2006,166
"PPS_HAB_EU","NL12",2006,94
"PPS_HAB_EU","NL13",2006,98
"PPS_HAB_EU","NL21",2006,108
"PPS_HAB_EU","NL22",2006,113
"PPS_HAB_EU","NL23",2006,110
"PPS_HAB_EU","NL31",2006,160
"PPS_HAB_EU","NL32",2006,167
"PPS_HAB_EU","NL33",2006,141
"PPS_HAB_EU","NL34",2006,98
"PPS_HAB_EU","NL41",2006,136
"PPS_HAB_EU","NL42",2006,110
"PPS_HAB_EU","PL11",2006,46
"PPS_HAB_EU","PL12",2006,78
"PPS_HAB_EU","PL21",2006,45
"PPS_HAB_EU","PL22",2006,53
"PPS_HAB_EU","PL31",2006,35
"PPS_HAB_EU","PL32",2006,36
"PPS_HAB_EU","PL33",2006,39
"PPS_HAB_EU","PL34",2006,37
"PPS_HAB_EU","PL41",2006,54
"PPS_HAB_EU","PL42",2006,45
"PPS_HAB_EU","PL43",2006,45
"PPS_HAB_EU","PL51",2006,54
"PPS_HAB_EU","PL52",2006,41
"PPS_HAB_EU","PL61",2006,44
"PPS_HAB_EU","PL62",2006,38
"PPS_HAB_EU","PL63",2006,50
"PPS_HAB_EU","PT11",2006,62
"PPS_HAB_EU","PT15",2006,84
"PPS_HAB_EU","PT16",2006,68
"PPS_HAB_EU","PT17",2006,113
"PPS_HAB_EU","PT18",2006,74
"PPS_HAB_EU","PT20",2006,70
"PPS_HAB_EU","PT30",2006,79
"PPS_HAB_EU","RO11",2006,36
"PPS_HAB_EU","RO12",2006,37
"PPS_HAB_EU","RO21",2006,24
"PPS_HAB_EU","RO22",2006,32
"PPS_HAB_EU","RO31",2006,31
"PPS_HAB_EU","RO32",2006,86
"PPS_HAB_EU","RO41",2006,29
"PPS_HAB_EU","RO42",2006,43
"PPS_HAB_EU","SE11",2006,171
"PPS_HAB_EU","SE12",2006,108
"PPS_HAB_EU","SE21",2006,108
"PPS_HAB_EU","SE22",2006,110
"PPS_HAB_EU","SE23",2006,121
"PPS_HAB_EU","SE31",2006,106
"PPS_HAB_EU","SE32",2006,110
"PPS_HAB_EU","SE33",2006,118
"PPS_HAB_EU","SI03",2006,70
"PPS_HAB_EU","SI04",2006,105
"PPS_HAB_EU","SK01",2006,145
"PPS_HAB_EU","SK02",2006,61
"PPS_HAB_EU","SK03",2006,48
"PPS_HAB_EU","SK04",2006,43
"PPS_HAB_EU","UKC1",2006,86
"PPS_HAB_EU","UKC2",2006,99
"PPS_HAB_EU","UKD1",2006,99
"PPS_HAB_EU","UKD3",2006,108
"PPS_HAB_EU","UKD4",2006,95
"PPS_HAB_EU","UKD6",2006,140
"PPS_HAB_EU","UKD7",2006,95
"PPS_HAB_EU","UKE1",2006,98
"PPS_HAB_EU","UKE2",2006,113
"PPS_HAB_EU","UKE3",2006,89
"PPS_HAB_EU","UKE4",2006,107
"PPS_HAB_EU","UKF1",2006,98
"PPS_HAB_EU","UKF2",2006,109
"PPS_HAB_EU","UKF3",2006,88
"PPS_HAB_EU","UKG1",2006,109
"PPS_HAB_EU","UKG2",2006,94
"PPS_HAB_EU","UKG3",2006,104
"PPS_HAB_EU","UKH1",2006,117
"PPS_HAB_EU","UKH2",2006,131
"PPS_HAB_EU","UKH3",2006,104
"PPS_HAB_EU","UKI3",2006,538
"PPS_HAB_EU","UKI4",2006,203
"PPS_HAB_EU","UKI5",2006,91
"PPS_HAB_EU","UKI6",2006,116
"PPS_HAB_EU","UKI7",2006,131
"PPS_HAB_EU","UKJ1",2006,163
"PPS_HAB_EU","UKJ2",2006,126
"PPS_HAB_EU","UKJ3",2006,121
"PPS_HAB_EU","UKJ4",2006,101
"PPS_HAB_EU","UKK1",2006,123
"PPS_HAB_EU","UKK2",2006,102
"PPS_HAB_EU","UKK3",2006,89
"PPS_HAB_EU","UKK4",2006,97
"PPS_HAB_EU","UKL1",2006,76
"PPS_HAB_EU","UKL2",2006,109
"PPS_HAB_EU","UKM2",2006,118
"PPS_HAB_EU","UKM3",2006,106
"PPS_HAB_EU","UKM5",2006,150
"PPS_HAB_EU","UKM6",2006,104
"PPS_HAB_EU","UKN0",2006,99
"PPS_HAB_EU","AT11",2007,80
"PPS_HAB_EU","AT12",2007,101
"PPS_HAB_EU","AT13",2007,159
"PPS_HAB_EU","AT21",2007,105
"PPS_HAB_EU","AT22",2007,109
"PPS_HAB_EU","AT31",2007,122
"PPS_HAB_EU","AT32",2007,142
"PPS_HAB_EU","AT33",2007,128
"PPS_HAB_EU","AT34",2007,127
"PPS_HAB_EU","BE10",2007,216
"PPS_HAB_EU","BE21",2007,136
"PPS_HAB_EU","BE22",2007,94
"PPS_HAB_EU","BE23",2007,103
"PPS_HAB_EU","BE24",2007,120
"PPS_HAB_EU","BE25",2007,110
"PPS_HAB_EU","BE31",2007,119
"PPS_HAB_EU","BE32",2007,75
"PPS_HAB_EU","BE33",2007,84
"PPS_HAB_EU","BE34",2007,77
"PPS_HAB_EU","BE35",2007,79
"PPS_HAB_EU","BG31",2007,28
"PPS_HAB_EU","BG32",2007,29
"PPS_HAB_EU","BG33",2007,35
"PPS_HAB_EU","BG34",2007,33
"PPS_HAB_EU","BG41",2007,68
"PPS_HAB_EU","BG42",2007,30
"PPS_HAB_EU","CY00",2007,100
"PPS_HAB_EU","CZ01",2007,182
"PPS_HAB_EU","CZ02",2007,79
"PPS_HAB_EU","CZ03",2007,74
"PPS_HAB_EU","CZ04",2007,65
"PPS_HAB_EU","CZ05",2007,69
"PPS_HAB_EU","CZ06",2007,74
"PPS_HAB_EU","CZ07",2007,64
"PPS_HAB_EU","CZ08",2007,69
"PPS_HAB_EU","DE11",2007,152
"PPS_HAB_EU","DE12",2007,134
"PPS_HAB_EU","DE13",2007,113
"PPS_HAB_EU","DE14",2007,123
"PPS_HAB_EU","DE21",2007,170
"PPS_HAB_EU","DE22",2007,109
"PPS_HAB_EU","DE23",2007,114
"PPS_HAB_EU","DE24",2007,102
"PPS_HAB_EU","DE25",2007,123
"PPS_HAB_EU","DE26",2007,116
"PPS_HAB_EU","DE27",2007,113
"PPS_HAB_EU","DE30",2007,106
"PPS_HAB_EU","DE40",2007,80
"PPS_HAB_EU","DE50",2007,157
"PPS_HAB_EU","DE60",2007,201
"PPS_HAB_EU","DE71",2007,165
"PPS_HAB_EU","DE72",2007,107
"PPS_HAB_EU","DE73",2007,111
"PPS_HAB_EU","DE80",2007,77
"PPS_HAB_EU","DE91",2007,115
"PPS_HAB_EU","DE92",2007,113
"PPS_HAB_EU","DE93",2007,81
"PPS_HAB_EU","DE94",2007,101
"PPS_HAB_EU","DEA1",2007,130
"PPS_HAB_EU","DEA2",2007,128
"PPS_HAB_EU","DEA3",2007,103
"PPS_HAB_EU","DEA4",2007,115
"PPS_HAB_EU","DEA5",2007,104
"PPS_HAB_EU","DEB1",2007,99
"PPS_HAB_EU","DEB2",2007,92
"PPS_HAB_EU","DEB3",2007,110
"PPS_HAB_EU","DEC0",2007,115
"PPS_HAB_EU","DED2",2007,87
"PPS_HAB_EU","DED4",2007,80
"PPS_HAB_EU","DED5",2007,88
"PPS_HAB_EU","DEE0",2007,79
"PPS_HAB_EU","DEF0",2007,98
"PPS_HAB_EU","DEG0",2007,78
"PPS_HAB_EU","DK01",2007,145
"PPS_HAB_EU","DK02",2007,85
"PPS_HAB_EU","DK03",2007,108
"PPS_HAB_EU","DK04",2007,111
"PPS_HAB_EU","DK05",2007,105
"PPS_HAB_EU","EE00",2007,68
"PPS_HAB_EU","EL30",2007,122
"PPS_HAB_EU","EL41",2007,73
"PPS_HAB_EU","EL42",2007,102
"PPS_HAB_EU","EL43",2007,80
"PPS_HAB_EU","EL51",2007,64
"PPS_HAB_EU","EL52",2007,73
"PPS_HAB_EU","EL53",2007,76
"PPS_HAB_EU","EL54",2007,64
"PPS_HAB_EU","EL61",2007,69
"PPS_HAB_EU","EL62",2007,90
"PPS_HAB_EU","EL63",2007,71
"PPS_HAB_EU","EL64",2007,83
"PPS_HAB_EU","EL65",2007,73
"PPS_HAB_EU","ES11",2007,88
"PPS_HAB_EU","ES12",2007,94
"PPS_HAB_EU","ES13",2007,96
"PPS_HAB_EU","ES21",2007,130
"PPS_HAB_EU","ES22",2007,127
"PPS_HAB_EU","ES23",2007,110
"PPS_HAB_EU","ES24",2007,112
"PPS_HAB_EU","ES30",2007,136
"PPS_HAB_EU","ES41",2007,95
"PPS_HAB_EU","ES42",2007,83
"PPS_HAB_EU","ES43",2007,69
"PPS_HAB_EU","ES51",2007,121
"PPS_HAB_EU","ES52",2007,93
"PPS_HAB_EU","ES53",2007,110
"PPS_HAB_EU","ES61",2007,79
"PPS_HAB_EU","ES62",2007,86
"PPS_HAB_EU","ES63",2007,88
"PPS_HAB_EU","ES64",2007,84
"PPS_HAB_EU","ES70",2007,91
"PPS_HAB_EU","FI19",2007,105
"PPS_HAB_EU","FI1B",2007,157
"PPS_HAB_EU","FI1C",2007,106
"PPS_HAB_EU","FI1D",2007,95
"PPS_HAB_EU","FI20",2007,135
"PPS_HAB_EU","FR10",2007,167
"PPS_HAB_EU","FR21",2007,98
"PPS_HAB_EU","FR22",2007,85
"PPS_HAB_EU","FR23",2007,96
"PPS_HAB_EU","FR24",2007,94
"PPS_HAB_EU","FR25",2007,89
"PPS_HAB_EU","FR26",2007,94
"PPS_HAB_EU","FR30",2007,87
"PPS_HAB_EU","FR41",2007,87
"PPS_HAB_EU","FR42",2007,101
"PPS_HAB_EU","FR43",2007,88
"PPS_HAB_EU","FR51",2007,96
"PPS_HAB_EU","FR52",2007,94
"PPS_HAB_EU","FR53",2007,89
"PPS_HAB_EU","FR61",2007,96
"PPS_HAB_EU","FR62",2007,95
"PPS_HAB_EU","FR63",2007,86
"PPS_HAB_EU","FR71",2007,108
"PPS_HAB_EU","FR72",2007,90
"PPS_HAB_EU","FR81",2007,83
"PPS_HAB_EU","FR82",2007,100
"PPS_HAB_EU","FR83",2007,82
"PPS_HAB_EU","FRA1",2007,68
"PPS_HAB_EU","FRA2",2007,74
"PPS_HAB_EU","FRA3",2007,52
"PPS_HAB_EU","FRA4",2007,67
"PPS_HAB_EU","FRA5",2007,24
"PPS_HAB_EU","HR03",2007,60
"PPS_HAB_EU","HR04",2007,61
"PPS_HAB_EU","HU10",2007,101
"PPS_HAB_EU","HU21",2007,56
"PPS_HAB_EU","HU22",2007,59
"PPS_HAB_EU","HU23",2007,41
"PPS_HAB_EU","HU31",2007,39
"PPS_HAB_EU","HU32",2007,38
"PPS_HAB_EU","HU33",2007,40
"PPS_HAB_EU","IE01",2007,101
"PPS_HAB_EU","IE02",2007,163
"PPS_HAB_EU","ITC1",2007,114
"PPS_HAB_EU","ITC2",2007,133
"PPS_HAB_EU","ITC3",2007,117
"PPS_HAB_EU","ITC4",2007,135
"PPS_HAB_EU","ITF1",2007,88
"PPS_HAB_EU","ITF2",2007,83
"PPS_HAB_EU","ITF3",2007,70
"PPS_HAB_EU","ITF4",2007,67
"PPS_HAB_EU","ITF5",2007,76
"PPS_HAB_EU","ITF6",2007,65
"PPS_HAB_EU","ITG1",2007,69
"PPS_HAB_EU","ITG2",2007,77
"PPS_HAB_EU","ITH1",2007,141
"PPS_HAB_EU","ITH2",2007,130
"PPS_HAB_EU","ITH3",2007,118
"PPS_HAB_EU","ITH4",2007,115
"PPS_HAB_EU","ITH5",2007,128
"PPS_HAB_EU","ITI1",2007,111
"PPS_HAB_EU","ITI2",2007,101
"PPS_HAB_EU","ITI3",2007,104
"PPS_HAB_EU","ITI4",2007,132
"PPS_HAB_EU","LT00",2007,60
"PPS_HAB_EU","LU00",2007,259
"PPS_HAB_EU","LV00",2007,60
"PPS_HAB_EU","MT00",2007,78
"PPS_HAB_EU","NL11",2007,158
"PPS_HAB_EU","NL12",2007,96
"PPS_HAB_EU","NL13",2007,100
"PPS_HAB_EU","NL21",2007,109
"PPS_HAB_EU","NL22",2007,114
"PPS_HAB_EU","NL23",2007,112
"PPS_HAB_EU","NL31",2007,162
"PPS_HAB_EU","NL32",2007,167
"PPS_HAB_EU","NL33",2007,144
"PPS_HAB_EU","NL34",2007,103
"PPS_HAB_EU","NL41",2007,136
"PPS_HAB_EU","NL42",2007,113
"PPS_HAB_EU","PL11",2007,49
"PPS_HAB_EU","PL12",2007,82
"PPS_HAB_EU","PL21",2007,47
"PPS_HAB_EU","PL22",2007,56
"PPS_HAB_EU","PL31",2007,37
