citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
IE,EE,Ireland,Estonia,67,1315944,1117693,197638,235,15372
IL,EE,Israel,Estonia,195,1315944,1117693,197638,235,15372
IM,EE,Isle of Man,Estonia,0,1315944,1117693,197638,235,15372
IN,EE,India,Estonia,367,1315944,1117693,197638,235,15372
IQ,EE,Iraq,Estonia,9,1315944,1117693,197638,235,15372
IR,EE,Iran,Estonia,69,1315944,1117693,197638,235,15372
IS,EE,Iceland,Estonia,21,1315944,1117693,197638,235,15372
IT,EE,Italy,Estonia,732,1315944,1117693,197638,235,15372
JE,EE,Jersey,Estonia,0,1315944,1117693,197638,235,15372
JM,EE,Jamaica,Estonia,1,1315944,1117693,197638,235,15372
JO,EE,Jordan,Estonia,11,1315944,1117693,197638,235,15372
JP,EE,Japan,Estonia,87,1315944,1117693,197638,235,15372
KE,EE,Kenya,Estonia,5,1315944,1117693,197638,235,15372
KG,EE,Kyrgyzstan,Estonia,27,1315944,1117693,197638,235,15372
KH,EE,Cambodia,Estonia,7,1315944,1117693,197638,235,15372
KI,EE,Kiribati,Estonia,0,1315944,1117693,197638,235,15372
KM,EE,Comoros,Estonia,0,1315944,1117693,197638,235,15372
KN,EE,Saint Kitts and Nevis,Estonia,1,1315944,1117693,197638,235,15372
KP,EE,North Korea,Estonia,0,1315944,1117693,197638,235,15372
KR,EE,South Korea,Estonia,58,1315944,1117693,197638,235,15372
KW,EE,Kuwait,Estonia,1,1315944,1117693,197638,235,15372
KY,EE,Cayman Islands (UK),Estonia,0,1315944,1117693,197638,235,15372
KZ,EE,Kazakhstan,Estonia,142,1315944,1117693,197638,235,15372
LA,EE,Laos,Estonia,0,1315944,1117693,197638,235,15372
LB,EE,Lebanon,Estonia,10,1315944,1117693,197638,235,15372
LC,EE,Saint Lucia,Estonia,0,1315944,1117693,197638,235,15372
LI,EE,Liechtenstein,Estonia,1,1315944,1117693,197638,235,15372
LK,EE,Sri Lanka,Estonia,24,1315944,1117693,197638,235,15372
LR,EE,Liberia,Estonia,0,1315944,1117693,197638,235,15372
LS,EE,Lesotho,Estonia,0,1315944,1117693,197638,235,15372
LT,EE,Lithuania,Estonia,1750,1315944,1117693,197638,235,15372
LU,EE,Luxembourg,Estonia,5,1315944,1117693,197638,235,15372
LV,EE,Latvia,Estonia,2987,1315944,1117693,197638,235,15372
LY,EE,Libya,Estonia,0,1315944,1117693,197638,235,15372
MA,EE,Morocco,Estonia,19,1315944,1117693,197638,235,15372
MC,EE,Monaco,Estonia,0,1315944,1117693,197638,235,15372
MD,EE,Moldova,Estonia,137,1315944,1117693,197638,235,15372
ME,EE,Montenegro,Estonia,1,1315944,1117693,197638,235,15372
MG,EE,Madagascar,Estonia,0,1315944,1117693,197638,235,15372
MH,EE,Marshall Islands,Estonia,0,1315944,1117693,197638,235,15372
MK,EE,"Former Yugoslav Republic of Macedonia, the",Estonia,5,1315944,1117693,197638,235,15372
ML,EE,Mali,Estonia,0,1315944,1117693,197638,235,15372
MM,EE,Myanmar/Burma,Estonia,1,1315944,1117693,197638,235,15372
MN,EE,Mongolia,Estonia,3,1315944,1117693,197638,235,15372
MR,EE,Mauritania,Estonia,0,1315944,1117693,197638,235,15372
MS,EE,Montserrat (UK),Estonia,0,1315944,1117693,197638,235,15372
MT,EE,Malta,Estonia,1,1315944,1117693,197638,235,15372
MU,EE,Mauritius,Estonia,2,1315944,1117693,197638,235,15372
MV,EE,Maldives,Estonia,0,1315944,1117693,197638,235,15372
MW,EE,Malawi,Estonia,1,1315944,1117693,197638,235,15372
MX,EE,Mexico,Estonia,61,1315944,1117693,197638,235,15372
MY,EE,Malaysia,Estonia,9,1315944,1117693,197638,235,15372
MZ,EE,Mozambique,Estonia,0,1315944,1117693,197638,235,15372
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,EE,New Caledonia (FR),Estonia,0,1315944,1117693,197638,235,15372
NE,EE,Niger,Estonia,0,1315944,1117693,197638,235,15372
NG,EE,Nigeria,Estonia,223,1315944,1117693,197638,235,15372
NI,EE,Nicaragua,Estonia,3,1315944,1117693,197638,235,15372
NL,EE,Netherlands,Estonia,229,1315944,1117693,197638,235,15372
NO,EE,Norway,Estonia,159,1315944,1117693,197638,235,15372
NP,EE,Nepal,Estonia,49,1315944,1117693,197638,235,15372
NR,EE,Nauru,Estonia,0,1315944,1117693,197638,235,15372
NZ,EE,New Zealand,Estonia,14,1315944,1117693,197638,235,15372
OM,EE,Oman,Estonia,0,1315944,1117693,197638,235,15372
PA,EE,Panama,Estonia,2,1315944,1117693,197638,235,15372
PE,EE,Peru,Estonia,11,1315944,1117693,197638,235,15372
PF,EE,French Polynesia (FR),Estonia,0,1315944,1117693,197638,235,15372
PG,EE,Papua New Guinea,Estonia,0,1315944,1117693,197638,235,15372
PH,EE,Philippines,Estonia,50,1315944,1117693,197638,235,15372
PK,EE,Pakistan,Estonia,82,1315944,1117693,197638,235,15372
PL,EE,Poland,Estonia,487,1315944,1117693,197638,235,15372
PM,EE,Saint Pierre and Miquelon (FR),Estonia,0,1315944,1117693,197638,235,15372
PN,EE,Pitcairn Islands (UK),Estonia,0,1315944,1117693,197638,235,15372
PS,EE,Palestine,Estonia,21,1315944,1117693,197638,235,15372
PT,EE,Portugal,Estonia,159,1315944,1117693,197638,235,15372
PW,EE,Palau,Estonia,0,1315944,1117693,197638,235,15372
PY,EE,Paraguay,Estonia,1,1315944,1117693,197638,235,15372
QA,EE,Qatar,Estonia,0,1315944,1117693,197638,235,15372
RO,EE,Romania,Estonia,408,1315944,1117693,197638,235,15372
RS,EE,Serbia,Estonia,22,1315944,1117693,197638,235,15372
RU,EE,Russia,Estonia,87669,1315944,1117693,197638,235,15372
RW,EE,Rwanda,Estonia,0,1315944,1117693,197638,235,15372
SA,EE,Saudi Arabia,Estonia,0,1315944,1117693,197638,235,15372
SB,EE,Solomon Islands,Estonia,0,1315944,1117693,197638,235,15372
SC,EE,Seychelles,Estonia,0,1315944,1117693,197638,235,15372
SD,EE,Sudan,Estonia,16,1315944,1117693,197638,235,15372
SE,EE,Sweden,Estonia,611,1315944,1117693,197638,235,15372
SG,EE,Singapore,Estonia,9,1315944,1117693,197638,235,15372
SH,EE,"Saint Helena, Ascension and Tristan da Cunha (UK)",Estonia,0,1315944,1117693,197638,235,15372
SI,EE,Slovenia,Estonia,28,1315944,1117693,197638,235,15372
SK,EE,Slovakia,Estonia,119,1315944,1117693,197638,235,15372
SL,EE,Sierra Leone,Estonia,2,1315944,1117693,197638,235,15372
SM,EE,San Marino,Estonia,1,1315944,1117693,197638,235,15372
SN,EE,Senegal,Estonia,0,1315944,1117693,197638,235,15372
SO,EE,Somalia,Estonia,0,1315944,1117693,197638,235,15372
SR,EE,Suriname,Estonia,1,1315944,1117693,197638,235,15372
SS,EE,South Sudan,Estonia,0,1315944,1117693,197638,235,15372
ST,EE,São Tomé and Príncipe,Estonia,0,1315944,1117693,197638,235,15372
SV,EE,El Salvador,Estonia,2,1315944,1117693,197638,235,15372
SX,EE,Sint Maarten,Estonia,0,1315944,1117693,197638,235,15372
SY,EE,Syria,Estonia,18,1315944,1117693,197638,235,15372
SZ,EE,Swaziland,Estonia,0,1315944,1117693,197638,235,15372
TC,EE,Turks and Caicos Islands (UK),Estonia,0,1315944,1117693,197638,235,15372
TD,EE,Chad,Estonia,0,1315944,1117693,197638,235,15372
TG,EE,Togo,Estonia,1,1315944,1117693,197638,235,15372
TH,EE,Thailand,Estonia,42,1315944,1117693,197638,235,15372
TJ,EE,Tajikistan,Estonia,5,1315944,1117693,197638,235,15372
TL,EE,Timor-Leste,Estonia,0,1315944,1117693,197638,235,15372
TM,EE,Turkmenistan,Estonia,7,1315944,1117693,197638,235,15372
TN,EE,Tunisia,Estonia,13,1315944,1117693,197638,235,15372
TO,EE,Tonga,Estonia,0,1315944,1117693,197638,235,15372
TR,EE,Turkey,Estonia,255,1315944,1117693,197638,235,15372
TT,EE,Trinidad and Tobago,Estonia,1,1315944,1117693,197638,235,15372
TV,EE,Tuvalu,Estonia,0,1315944,1117693,197638,235,15372
TW,EE,Taiwan,Estonia,2,1315944,1117693,197638,235,15372
TZ,EE,Tanzania,Estonia,8,1315944,1117693,197638,235,15372
UA,EE,Ukraine,Estonia,7211,1315944,1117693,197638,235,15372
UG,EE,Uganda,Estonia,4,1315944,1117693,197638,235,15372
UK,EE,United Kingdom,Estonia,592,1315944,1117693,197638,235,15372
US,EE,United States,Estonia,578,1315944,1117693,197638,235,15372
UY,EE,Uruguay,Estonia,2,1315944,1117693,197638,235,15372
UZ,EE,Uzbekistan,Estonia,58,1315944,1117693,197638,235,15372
VA,EE,Vatican City State,Estonia,0,1315944,1117693,197638,235,15372
VC,EE,Saint Vincent and the Grenadines,Estonia,0,1315944,1117693,197638,235,15372
VE,EE,Venezuela,Estonia,10,1315944,1117693,197638,235,15372
VG,EE,British Virgin Islands (UK),Estonia,0,1315944,1117693,197638,235,15372
VN,EE,Vietnam,Estonia,28,1315944,1117693,197638,235,15372
VU,EE,Vanuatu,Estonia,0,1315944,1117693,197638,235,15372
WF,EE,Wallis and Futuna (FR),Estonia,0,1315944,1117693,197638,235,15372
WS,EE,Samoa,Estonia,0,1315944,1117693,197638,235,15372
XK,EE,Kosovo (under United Nations Security Council Resolution 1244/99),Estonia,7,1315944,1117693,197638,235,15372
YE,EE,Yemen,Estonia,4,1315944,1117693,197638,235,15372
ZA,EE,South Africa,Estonia,13,1315944,1117693,197638,235,15372
ZM,EE,Zambia,Estonia,0,1315944,1117693,197638,235,15372
ZW,EE,Zimbabwe,Estonia,0,1315944,1117693,197638,235,15372
AT,EL,Austria,Greece,1314,10783748,9985391,798357,1449,206664
BE,EL,Belgium,Greece,1240,10783748,9985391,798357,1449,206664
BG,EL,Bulgaria,Greece,78696,10783748,9985391,798357,1449,206664
CY,EL,Cyprus,Greece,14977,10783748,9985391,798357,1449,206664
CZ,EL,Czech Republic,Greece,885,10783748,9985391,798357,1449,206664
DE,EL,Germany (until 1990 former territory of the FRG),Greece,11177,10783748,9985391,798357,1449,206664
DK,EL,Denmark,Greece,730,10783748,9985391,798357,1449,206664
EE,EL,Estonia,Greece,112,10783748,9985391,798357,1449,206664
ES,EL,Spain,Greece,1018,10783748,9985391,798357,1449,206664
FI,EL,Finland,Greece,537,10783748,9985391,798357,1449,206664
FR,EL,France,Greece,4393,10783748,9985391,798357,1449,206664
HR,EL,Croatia,Greece,252,10783748,9985391,798357,1449,206664
HU,EL,Hungary,Greece,775,10783748,9985391,798357,1449,206664
IE,EL,Ireland,Greece,499,10783748,9985391,798357,1449,206664
IT,EL,Italy,Greece,5191,10783748,9985391,798357,1449,206664
LT,EL,Lithuania,Greece,538,10783748,9985391,798357,1449,206664
LU,EL,Luxembourg,Greece,37,10783748,9985391,798357,1449,206664
LV,EL,Latvia,Greece,312,10783748,9985391,798357,1449,206664
MT,EL,Malta,Greece,43,10783748,9985391,798357,1449,206664
NL,EL,Netherlands,Greece,2737,10783748,9985391,798357,1449,206664
PL,EL,Poland,Greece,14663,10783748,9985391,798357,1449,206664
PT,EL,Portugal,Greece,276,10783748,9985391,798357,1449,206664
RO,EL,Romania,Greece,48228,10783748,9985391,798357,1449,206664
SE,EL,Sweden,Greece,1243,10783748,9985391,798357,1449,206664
SI,EL,Slovenia,Greece,88,10783748,9985391,798357,1449,206664
SK,EL,Slovakia,Greece,752,10783748,9985391,798357,1449,206664
UK,EL,United Kingdom,Greece,15951,10783748,9985391,798357,1449,206664
AR,ES,Argentina,Spain,71283,46440099,42022582,4417517,32690,1933831
BD,ES,Bangladesh,Spain,9693,46440099,42022582,4417517,32690,1933831
BE,ES,Belgium,Spain,32370,46440099,42022582,4417517,32690,1933831
BG,ES,Bulgaria,Spain,130501,46440099,42022582,4417517,32690,1933831
BO,ES,Bolivia,Spain,89594,46440099,42022582,4417517,32690,1933831
BR,ES,Brazil,Spain,57583,46440099,42022582,4417517,32690,1933831
CH,ES,Switzerland,Spain,14648,46440099,42022582,4417517,32690,1933831
CL,ES,Chile,Spain,23056,46440099,42022582,4417517,32690,1933831
CN,ES,China (including Hong Kong),Spain,172232,46440099,42022582,4417517,32690,1933831
CO,ES,Colombia,Spain,135864,46440099,42022582,4417517,32690,1933831
CU,ES,Cuba,Spain,46895,46440099,42022582,4417517,32690,1933831
DE,ES,Germany (until 1990 former territory of the FRG),Spain,142051,46440099,42022582,4417517,32690,1933831
DK,ES,Denmark,Spain,11733,46440099,42022582,4417517,32690,1933831
DO,ES,Dominican Republic,Spain,62439,46440099,42022582,4417517,32690,1933831
DZ,ES,Algeria,Spain,54400,46440099,42022582,4417517,32690,1933831
EC,ES,Ecuador,Spain,158951,46440099,42022582,4417517,32690,1933831
FI,ES,Finland,Spain,12274,46440099,42022582,4417517,32690,1933831
FR,ES,France,Spain,100737,46440099,42022582,4417517,32690,1933831
GH,ES,Ghana,Spain,11301,46440099,42022582,4417517,32690,1933831
GM,ES,"Gambia, The",Spain,16767,46440099,42022582,4417517,32690,1933831
GN,ES,Guinea,Spain,8785,46440099,42022582,4417517,32690,1933831
GQ,ES,Equatorial Guinea,Spain,10601,46440099,42022582,4417517,32690,1933831
HN,ES,Honduras,Spain,40844,46440099,42022582,4417517,32690,1933831
IE,ES,Ireland,Spain,15628,46440099,42022582,4417517,32690,1933831
IN,ES,India,Spain,31683,46440099,42022582,4417517,32690,1933831
IT,ES,Italy,Spain,191618,46440099,42022582,4417517,32690,1933831
LT,ES,Lithuania,Spain,17200,46440099,42022582,4417517,32690,1933831
MA,ES,Morocco,Spain,680485,46440099,42022582,4417517,32690,1933831
MD,ES,Moldova,Spain,17358,46440099,42022582,4417517,32690,1933831
ML,ES,Mali,Spain,18592,46440099,42022582,4417517,32690,1933831
MR,ES,Mauritania,Spain,7805,46440099,42022582,4417517,32690,1933831
MX,ES,Mexico,Spain,21683,46440099,42022582,4417517,32690,1933831
NG,ES,Nigeria,Spain,34813,46440099,42022582,4417517,32690,1933831
NI,ES,Nicaragua,Spain,19489,46440099,42022582,4417517,32690,1933831
NL,ES,Netherlands,Spain,46492,46440099,42022582,4417517,32690,1933831
NO,ES,Norway,Spain,16665,46440099,42022582,4417517,32690,1933831
PE,ES,Peru,Spain,61252,46440099,42022582,4417517,32690,1933831
PH,ES,Philippines,Spain,30525,46440099,42022582,4417517,32690,1933831
PK,ES,Pakistan,Spain,49843,46440099,42022582,4417517,32690,1933831
PL,ES,Poland,Spain,66556,46440099,42022582,4417517,32690,1933831
PT,ES,Portugal,Spain,101829,46440099,42022582,4417517,32690,1933831
PY,ES,Paraguay,Spain,51251,46440099,42022582,4417517,32690,1933831
RO,ES,Romania,Spain,695044,46440099,42022582,4417517,32690,1933831
RU,ES,Russia,Spain,69565,46440099,42022582,4417517,32690,1933831
SE,ES,Sweden,Spain,21017,46440099,42022582,4417517,32690,1933831
SN,ES,Senegal,Spain,48717,46440099,42022582,4417517,32690,1933831
UA,ES,Ukraine,Spain,90763,46440099,42022582,4417517,32690,1933831
UK,ES,United Kingdom,Spain,296407,46440099,42022582,4417517,32690,1933831
US,ES,United States,Spain,33076,46440099,42022582,4417517,32690,1933831
UY,ES,Uruguay,Spain,24301,46440099,42022582,4417517,32690,1933831
VE,ES,Venezuela,Spain,49956,46440099,42022582,4417517,32690,1933831
AD,FI,Andorra,Finland,0,5487308,5257543,228224,1424,94202
AE,FI,United Arab Emirates,Finland,2,5487308,5257543,228224,1424,94202
AF,FI,Afghanistan,Finland,3741,5487308,5257543,228224,1424,94202
AG,FI,Antigua and Barbuda,Finland,0,5487308,5257543,228224,1424,94202
AI,FI,Anguilla (UK),Finland,0,5487308,5257543,228224,1424,94202
AL,FI,Albania,Finland,327,5487308,5257543,228224,1424,94202
AM,FI,Armenia,Finland,79,5487308,5257543,228224,1424,94202
AN,FI,Former Netherlands Antilles,Finland,0,5487308,5257543,228224,1424,94202
AO,FI,Angola,Finland,284,5487308,5257543,228224,1424,94202
AR,FI,Argentina,Finland,185,5487308,5257543,228224,1424,94202
AT,FI,Austria,Finland,481,5487308,5257543,228224,1424,94202
AU,FI,Australia,Finland,588,5487308,5257543,228224,1424,94202
AW,FI,Aruba (NL),Finland,0,5487308,5257543,228224,1424,94202
AZ,FI,Azerbaijan,Finland,117,5487308,5257543,228224,1424,94202
BA,FI,Bosnia and Herzegovina,Finland,1626,5487308,5257543,228224,1424,94202
BB,FI,Barbados,Finland,6,5487308,5257543,228224,1424,94202
BD,FI,Bangladesh,Finland,1649,5487308,5257543,228224,1424,94202
BE,FI,Belgium,Finland,424,5487308,5257543,228224,1424,94202
BF,FI,Burkina Faso,Finland,15,5487308,5257543,228224,1424,94202
BG,FI,Bulgaria,Finland,1904,5487308,5257543,228224,1424,94202
BH,FI,Bahrain,Finland,4,5487308,5257543,228224,1424,94202
BI,FI,Burundi,Finland,57,5487308,5257543,228224,1424,94202
BJ,FI,Benin,Finland,14,5487308,5257543,228224,1424,94202
BL,FI,Saint-Barthélemy (FR),Finland,0,5487308,5257543,228224,1424,94202
BM,FI,Bermuda (UK),Finland,0,5487308,5257543,228224,1424,94202
BN,FI,Brunei Darussalam,Finland,1,5487308,5257543,228224,1424,94202
BO,FI,Bolivia,Finland,60,5487308,5257543,228224,1424,94202
BQ,FI,"Bonaire, Saint Eustatius and Saba",Finland,0,5487308,5257543,228224,1424,94202
BR,FI,Brazil,Finland,927,5487308,5257543,228224,1424,94202
BS,FI,Bahamas,Finland,3,5487308,5257543,228224,1424,94202
BT,FI,Bhutan,Finland,2,5487308,5257543,228224,1424,94202
BW,FI,Botswana,Finland,6,5487308,5257543,228224,1424,94202
BY,FI,Belarus,Finland,445,5487308,5257543,228224,1424,94202
BZ,FI,Belize,Finland,2,5487308,5257543,228224,1424,94202
CA,FI,Canada,Finland,750,5487308,5257543,228224,1424,94202
CD,FI,Democratic Republic of the Congo,Finland,1904,5487308,5257543,228224,1424,94202
CF,FI,Central African Republic,Finland,4,5487308,5257543,228224,1424,94202
CG,FI,Congo,Finland,95,5487308,5257543,228224,1424,94202
CH,FI,Switzerland,Finland,480,5487308,5257543,228224,1424,94202
CI,FI,Côte d'Ivoire,Finland,63,5487308,5257543,228224,1424,94202
CL,FI,Chile,Finland,248,5487308,5257543,228224,1424,94202
CM,FI,Cameroon,Finland,853,5487308,5257543,228224,1424,94202
CN,FI,China (including Hong Kong),Finland,8042,5487308,5257543,228224,1424,94202
CO,FI,Colombia,Finland,256,5487308,5257543,228224,1424,94202
CR,FI,Costa Rica,Finland,45,5487308,5257543,228224,1424,94202
CU,FI,Cuba,Finland,310,5487308,5257543,228224,1424,94202
CV,FI,Cape Verde,Finland,9,5487308,5257543,228224,1424,94202
CW,FI,Curaçao,Finland,0,5487308,5257543,228224,1424,94202
CY,FI,Cyprus,Finland,68,5487308,5257543,228224,1424,94202
CZ,FI,Czech Republic,Finland,529,5487308,5257543,228224,1424,94202
DE,FI,Germany (until 1990 former territory of the FRG),Finland,4112,5487308,5257543,228224,1424,94202
DJ,FI,Djibouti,Finland,9,5487308,5257543,228224,1424,94202
DK,FI,Denmark,Finland,724,5487308,5257543,228224,1424,94202
DM,FI,Dominica,Finland,4,5487308,5257543,228224,1424,94202
DO,FI,Dominican Republic,Finland,95,5487308,5257543,228224,1424,94202
DZ,FI,Algeria,Finland,423,5487308,5257543,228224,1424,94202
EC,FI,Ecuador,Finland,120,5487308,5257543,228224,1424,94202
EE,FI,Estonia,Finland,50367,5487308,5257543,228224,1424,94202
EG,FI,Egypt,Finland,621,5487308,5257543,228224,1424,94202
EH,FI,Western Sahara,Finland,0,5487308,5257543,228224,1424,94202
EL,FI,Greece,Finland,931,5487308,5257543,228224,1424,94202
ER,FI,Eritrea,Finland,176,5487308,5257543,228224,1424,94202
ES,FI,Spain,Finland,2434,5487308,5257543,228224,1424,94202
ET,FI,Ethiopia,Finland,1068,5487308,5257543,228224,1424,94202
FJ,FI,Fiji,Finland,2,5487308,5257543,228224,1424,94202
FK,FI,Falkland Islands (UK),Finland,0,5487308,5257543,228224,1424,94202
FM,FI,Federated States of Micronesia,Finland,0,5487308,5257543,228224,1424,94202
FO,FI,Faroes (DK),Finland,0,5487308,5257543,228224,1424,94202
FR,FI,France,Finland,2031,5487308,5257543,228224,1424,94202
GA,FI,Gabon,Finland,4,5487308,5257543,228224,1424,94202
GD,FI,Grenada,Finland,0,5487308,5257543,228224,1424,94202
GE,FI,Georgia,Finland,111,5487308,5257543,228224,1424,94202
GG,FI,Guernsey,Finland,0,5487308,5257543,228224,1424,94202
GH,FI,Ghana,Finland,1409,5487308,5257543,228224,1424,94202
GI,FI,Gibraltar (UK),Finland,0,5487308,5257543,228224,1424,94202
GL,FI,Greenland (DK),Finland,0,5487308,5257543,228224,1424,94202
GM,FI,"Gambia, The",Finland,517,5487308,5257543,228224,1424,94202
GN,FI,Guinea,Finland,78,5487308,5257543,228224,1424,94202
GQ,FI,Equatorial Guinea,Finland,7,5487308,5257543,228224,1424,94202
GT,FI,Guatemala,Finland,28,5487308,5257543,228224,1424,94202
GW,FI,Guinea-Bissau,Finland,5,5487308,5257543,228224,1424,94202
GY,FI,Guyana,Finland,8,5487308,5257543,228224,1424,94202
HN,FI,Honduras,Finland,49,5487308,5257543,228224,1424,94202
HR,FI,Croatia,Finland,406,5487308,5257543,228224,1424,94202
HT,FI,Haiti,Finland,5,5487308,5257543,228224,1424,94202
HU,FI,Hungary,Finland,1968,5487308,5257543,228224,1424,94202
ID,FI,Indonesia,Finland,407,5487308,5257543,228224,1424,94202
IE,FI,Ireland,Finland,584,5487308,5257543,228224,1424,94202
IL,FI,Israel,Finland,366,5487308,5257543,228224,1424,94202
IM,FI,Isle of Man,Finland,0,5487308,5257543,228224,1424,94202
IN,FI,India,Finland,4992,5487308,5257543,228224,1424,94202
IQ,FI,Iraq,Finland,7073,5487308,5257543,228224,1424,94202
IR,FI,Iran,Finland,2913,5487308,5257543,228224,1424,94202
IS,FI,Iceland,Finland,144,5487308,5257543,228224,1424,94202
IT,FI,Italy,Finland,2405,5487308,5257543,228224,1424,94202
JE,FI,Jersey,Finland,0,5487308,5257543,228224,1424,94202
JM,FI,Jamaica,Finland,52,5487308,5257543,228224,1424,94202
JO,FI,Jordan,Finland,144,5487308,5257543,228224,1424,94202
JP,FI,Japan,Finland,1159,5487308,5257543,228224,1424,94202
KE,FI,Kenya,Finland,1013,5487308,5257543,228224,1424,94202
KG,FI,Kyrgyzstan,Finland,90,5487308,5257543,228224,1424,94202
KH,FI,Cambodia,Finland,137,5487308,5257543,228224,1424,94202
